b,n,c,m,dis
201617,80,201411,75,201.2638457706342
201617,80,201412,92,240.5432441323229
201617,80,201413,19,449.8860090388132
201617,80,201414,20,286.65257726026124
201617,80,201415,69,170.83896203457496
201617,80,201416,125,261.7471925488272
201617,80,201417,21,301.332770308074
201617,80,201418,34,279.0486301024213
201617,80,201419,65,214.69343510904352
201617,80,201420,25,213.05001113061982
201617,80,201421,58,263.12554474566366
201617,80,201422,102,162.71526861778722
201617,80,201423,24,282.81345406504244
201617,80,201501,27,194.16611347086186
201617,80,201502,16,273.1887272003196
201617,80,201503,24,306.71154808104916
201617,80,201504,50,151.48633631423692
201617,80,201505,10,389.6374649541597
201617,80,201506,69,317.02235863441217
201617,80,201507,44,228.13930876943198
201617,80,201508,79,266.23324390436323
201617,80,201509,113,159.64550420537066
201617,80,201510,119,242.23258664626783
201617,80,201511,58,209.52884136709056
201617,80,201512,58,197.8633994077096
201617,80,201513,107,126.38877057979211
201617,80,201514,25,351.85006229026914
201617,80,201515,124,185.37535132568428
201617,80,201516,46,271.60216239084804
201617,80,201517,40,357.6838093100628
201617,80,201518,11,309.68964371540653
201617,80,201519,23,334.7492167457425
201617,80,201520,20,199.6653455154404
201617,80,201521,80,106.72015231009986
201617,80,201522,75,136.01509307593602
201617,80,201523,23,319.29561539424554
201617,80,201524,53,130.18162636929932
201617,80,201525,46,260.7495543043747
201617,80,201526,38,162.03110618220617
201617,80,201527,40,109.6090491535423
201617,80,201601,94,164.44854036315564
201617,80,201602,5,473.2473153421173
201617,80,201603,43,269.41319572353916
201617,80,201604,61,134.06360933769966
201617,80,201605,22,287.6993301094991
201617,80,201606,19,334.95329844302506
201617,80,201607,16,335.3077839687142
201617,80,201608,37,240.1432450057217
201617,80,201609,15,280.42407054434415
201617,80,201610,56,280.1993989497982
201617,80,201611,6,375.2149208961937
201617,80,201612,32,116.05591658431624
201617,80,201613,15,339.23409591043736
201617,80,201614,85,189.75374638128827
201617,80,201615,4,338.0174769671899
201617,80,201616,99,218.09701566449334
201617,80,201617,80,0.0
201617,80,201618,80,314.47356570381794
201617,80,201620,28,356.9017533418147
201617,80,201621,101,125.20852477097824
201617,80,201622,76,140.47273973761102
201617,80,201623,26,234.43030953776014
201617,80,201624,11,364.49032580083326
201617,80,201625,56,242.5347046651942
201617,80,201626,66,137.09222761020726
201617,80,201701,9,340.9679071207635
201617,80,201702,46,251.038903297937
201617,80,201703,19,329.8191903175106
201617,80,201704,44,298.17938678469505
201617,80,201705,115,237.83690757616785
201617,80,201706,24,393.3878626616617
201617,80,201707,25,314.6015588949629
201617,80,201709,68,117.77606255178051
201617,80,201710,80,277.22647228045685
201617,80,201711,26,424.001624441135
201617,80,201712,33,375.25619919591605
201617,80,201713,84,146.72307398483863
201617,80,201714,51,238.78676236784543
201617,80,201715,37,291.1955064506027
201617,80,201716,81,319.20278168300143
201617,80,201717,38,331.86778997061475
201617,80,201718,120,224.24823060855783
201617,80,201719,80,208.78219881842548
201617,80,201720,85,155.40906223054247
201617,80,201721,51,302.2274003105964
201617,80,201722,37,275.841320446981
201617,80,201723,66,197.1661850963663
201617,80,201724,62,261.35488368265715
201617,80,201725,23,347.02523818025963
201617,80,201726,64,332.0171891425411
201617,80,201727,43,199.03905070687435
201617,80,201801,19,357.6014087394896
201617,80,201802,29,336.2752259272567
201617,80,201803,42,191.15741286569687
201617,80,201804,108,347.3978012652442
201617,80,201805,37,305.85351718759745
201617,80,201806,22,286.7566914649073
201617,80,201807,46,208.18672085236548
201617,80,201808,71,158.87054792818273
201617,80,201809,51,277.47479279992376
201617,80,201810,112,265.396478422832
201617,80,201811,18,366.89846839948257
201617,80,201812,104,219.482987081873
201617,80,201813,43,219.040527408406
201617,80,201814,83,282.24492051203543
201617,80,201815,21,260.40944821430867
201617,80,201817,8,511.0667667339954
201617,80,201818,94,260.7632438260219
201617,80,201819,78,156.51425586096715
201617,80,201820,36,236.90589839703165
201617,80,201821,48,315.310363569968
201617,80,201822,105,205.8389028975182
201617,80,201823,63,300.65520268091313
201617,80,201824,69,316.3323476122133
201617,80,201825,54,213.84105242982625
201617,80,201826,86,192.12600565241564
201617,80,201827,9,380.15440780849025
201617,80,201828,37,161.9620009248766
201617,80,201829,27,304.281097036911
201617,80,201901,30,342.67874281784793
201617,80,201902,52,192.2807790758036
201617,80,201903,6,420.8901067595103
201617,80,201904,47,313.77003173850557
201617,80,201905,94,284.43140065457203
201617,80,201906,9,346.4684088653081
201617,80,201907,77,267.1108643169794
201617,80,201908,29,148.39526978278687
201617,80,201909,158,175.81094451651242
201617,80,201910,62,213.80312655121986
201617,80,201911,61,210.74608747640696
201617,80,201912,52,274.6931595764298
201617,80,201913,127,313.2878257899783
201617,80,201914,26,324.736696537244
201617,80,201915,31,229.93493096422407
201617,80,201916,6,361.4883521239359
201617,80,201917,65,249.84474899704932
201617,80,201918,85,140.98843219210582
201617,80,201919,44,320.18495607055945
201617,80,201920,27,176.6853020317365
201617,80,201921,36,247.91795696684298
201617,80,201922,33,316.8956194338817
201617,80,201923,33,269.30952560097194
201617,80,201924,135,322.9220294442601
201617,80,201925,33,226.48571515843807
201617,80,201926,58,192.8321130573791
201617,80,201927,25,214.84313214196874
201617,80,201928,88,110.72471348043612
201617,80,201929,82,136.7784137411107
201617,80,202001,32,117.09874117519446
201617,80,202002,54,294.1952124474038
201617,80,202003,33,307.93000659409427
201617,80,202004,98,207.1180522369732
201617,80,202005,36,400.0278235203267
201617,80,202006,33,236.9491139831137
201617,80,202007,50,181.63747459657705
201617,80,202008,133,256.5385913486485
201617,80,202009,103,221.88033594489846
201617,80,202010,47,180.1660203953423
201617,80,202011,62,282.491922563613
201617,80,202012,18,242.66797029314318
201617,80,202013,20,368.71412631340417
201617,80,202014,32,159.882693792123
201617,80,202015,17,328.0496271787363
201617,80,202016,66,282.6664334288961
201617,80,202017,127,215.98528643415497
201617,80,202018,66,141.82233084558138
201617,80,202019,124,165.9667771840833
201617,80,202020,99,201.48967453541866
201617,80,202021,45,284.19501454759245
201617,80,202022,97,140.8340887691633
201617,80,202023,36,360.2865659310788
201618,80,201001,8,527.279081057346
201618,80,201002,75,405.7158838665039
201618,80,201003,85,440.1708161641312
201618,80,201004,65,388.219509958075
201618,80,201005,42,446.2088665607202
201618,80,201006,124,507.30695402723944
201618,80,201007,49,242.94442709258564
201618,80,201008,36,530.0735943570152
201618,80,201009,67,442.32646427610564
201618,80,201010,66,401.7248617343275
201618,80,201011,97,322.96884544004416
201618,80,201012,19,226.4446847571063
201618,80,201013,141,368.2610744174151
201618,80,201014,45,189.74745940762514
201618,80,201101,57,468.9394884270185
201618,80,201102,63,125.06332322141776
201618,80,201103,34,497.62914643599555
201618,80,201104,100,511.6139219127106
201618,80,201105,80,376.6294072952356
201618,80,201106,40,227.19264117439238
201618,80,201107,2,541.9108870842691
201618,80,201108,82,442.514641218014
201618,80,201109,125,350.8081573121743
201618,80,201110,24,424.55819105560494
201618,80,201111,107,511.03487645663176
201618,80,201112,40,381.7626569267563
201618,80,201113,5,510.90193546544486
201618,80,201114,11,511.4354598289305
201618,80,201115,55,248.66158070414042
201618,80,201116,21,345.5903358309955
201618,80,201117,80,346.7603920295965
201618,80,201118,47,526.8559352645432
201618,80,201119,82,457.12886175972983
201618,80,201120,19,528.5468884467236
201618,80,201121,18,482.7284719408806
201618,80,201201,10,526.8894110233679
201618,80,201202,14,346.8325628071514
201618,80,201203,27,229.48680997836448
201618,80,201204,34,107.93448150476425
201618,80,201205,81,427.78232254794676
201618,80,201206,42,414.7029450309976
201618,80,201207,30,439.8801092791768
201618,80,201208,82,340.22601760732977
201618,80,201209,116,352.8223351770693
201618,80,201210,75,379.8820490347249
201618,80,201211,101,379.5919457848062
201618,80,201212,4,543.4232974117232
201618,80,201213,77,352.88876996304936
201618,80,201214,228,483.53199786264713
201618,80,201215,82,188.06667096344515
201618,80,201216,48,124.4419585547859
201618,80,201217,86,185.70244721354345
201618,80,201218,16,444.92480220862006
201618,80,201219,6,492.4271341706633
201618,80,201220,45,500.4825739156228
201618,80,201221,76,331.03477502782437
201618,80,201222,13,391.9197029321868
201618,80,201223,78,351.9071374192819
201618,80,201224,66,340.80540177368357
201618,80,201225,12,512.391881531841
201618,80,201301,37,547.818791956956
201618,80,201302,11,631.9109089129547
201618,80,201303,20,427.0992154174365
201618,80,201304,52,448.3120992251807
201618,80,201305,68,496.54789490849913
201618,80,201306,59,398.1398526369123
201618,80,201307,71,224.8822475757597
201618,80,201308,47,480.22611208811696
201618,80,201309,58,424.1279258107718
201618,80,201310,35,504.7650826981684
201618,80,201311,99,378.88956701920944
201618,80,201312,88,348.92165464316065
201618,80,201313,28,546.8482756792661
201618,80,201314,2,573.162213014407
201618,80,201315,84,441.49180579645474
201618,80,201316,5,662.4101614015837
201618,80,201317,37,409.640105134087
201618,80,201318,15,338.5588110380064
201618,80,201319,91,230.99297596475725
201618,80,201320,24,253.07327381231292
201618,80,201321,71,335.3839615996891
201618,80,201322,12,447.9819092987361
201618,80,201323,83,271.5147570330447
201618,80,201324,27,109.76363307059012
201618,80,201325,98,357.88065222747264
201618,80,201326,22,155.67568253220585
201618,80,201327,45,268.3641755512101
201618,80,201328,24,174.5403744343764
201618,80,201329,108,416.7272927388924
201618,80,201330,85,332.635765661786
201618,80,201331,15,538.0411810795364
201618,80,201401,8,616.5470294393522
201618,80,201402,8,422.2141205436094
201618,80,201403,20,368.1545649130725
201618,80,201404,19,531.8545736500604
201618,80,201405,13,401.6511616991861
201618,80,201406,6,465.4036266664515
201618,80,201407,40,447.80035690066126
201618,80,201408,76,193.39243319422613
201618,80,201409,107,265.5681091159489
201618,80,201410,112,388.9429126628859
201618,80,201411,75,224.8076789335553
201618,80,201412,92,442.74917799515407
201618,80,201413,19,484.0574219679291
201618,80,201414,20,374.0577976917284
201618,80,201415,69,293.96940357758365
201618,80,201416,125,445.04719221303174
201618,80,201417,21,408.9700609937246
201618,80,201418,34,113.8989654284635
201618,80,201419,65,194.57484107977265
201618,80,201420,25,141.83456897049095
201618,80,201421,58,456.8142558367288
201618,80,201422,102,483.10117858606884
201618,80,201423,24,486.17507067994484
201618,80,201501,27,397.4369259265048
201618,80,201502,16,343.324274473212
201618,80,201503,24,449.3885849126013
201618,80,201504,50,288.40659594644256
201618,80,201505,10,550.2803808082724
201618,80,201506,69,131.36192615958265
201618,80,201507,44,198.1872866745004
201618,80,201508,79,510.31969798925473
201618,80,201509,113,208.1429221087665
201618,80,201510,119,401.62452228726335
201618,80,201511,58,271.715618473943
201618,80,201512,58,302.3098239725756
201618,80,201513,107,337.4704890342724
201618,80,201514,25,460.7128423182092
201618,80,201515,124,251.23062526874998
201618,80,201516,46,262.3265756984647
201618,80,201517,40,389.8418650815094
201618,80,201518,11,443.50444012612587
201618,80,201519,23,530.2703543959899
201618,80,201520,20,254.88550846914075
201618,80,201521,80,221.05182467197415
201618,80,201522,75,306.83105384624224
201618,80,201523,23,393.4444887582818
201618,80,201524,53,336.156624468158
201618,80,201525,46,239.60124341112217
201618,80,201526,38,246.2163918961563
201618,80,201527,40,258.7120738636625
201618,80,201601,94,362.28276938740123
201618,80,201602,5,547.9155826077003
201618,80,201603,43,459.0247908788355
201618,80,201604,61,348.50360921282527
201618,80,201605,22,394.0461183752396
201618,80,201606,19,447.8510300366575
201618,80,201607,16,422.77485476572264
201618,80,201608,37,417.6938838663795
201618,80,201609,15,364.32931326136594
201618,80,201610,56,195.07002232887712
201618,80,201611,6,486.3081114589076
201618,80,201612,32,277.8959181216797
201618,80,201613,15,483.36854149095893
201618,80,201614,85,273.87531572129416
201618,80,201615,4,523.1670765730485
201618,80,201616,99,183.31576359063936
201618,80,201617,80,314.47356570381794
201618,80,201618,80,0.0
201618,80,201620,28,212.52822002194043
201618,80,201621,101,393.50605641281606
201618,80,201622,76,240.8361230418688
201618,80,201623,26,275.3844351318482
201618,80,201624,11,510.5779468506154
201618,80,201625,56,451.1766295465126
201618,80,201626,66,329.3602829031545
201618,80,201701,9,508.0800901157494
201618,80,201702,46,446.4188819727702
201618,80,201703,19,421.3717812952453
201618,80,201704,44,454.66770555816095
201618,80,201705,115,344.90892136325505
201618,80,201706,24,476.0057710321841
201618,80,201707,25,501.93974010562533
201618,80,201709,68,333.9352871135004
201618,80,201710,80,466.23418405948564
201618,80,201711,26,500.03705063149647
201618,80,201712,33,318.7143793342334
201618,80,201713,84,302.49709305824956
201618,80,201714,51,406.24538887723514
201618,80,201715,37,323.2189246883963
201618,80,201716,81,517.5207370596016
201618,80,201717,38,525.4468978950133
201618,80,201718,120,283.0074416653422
201618,80,201719,80,311.2737140764139
201618,80,201720,85,350.45634407283745
201618,80,201721,51,108.82038032843467
201618,80,201722,37,323.79892195333485
201618,80,201723,66,318.2569636395956
201618,80,201724,62,489.15225627628445
201618,80,201725,23,530.5637754598121
201618,80,201726,64,515.4701594318872
201618,80,201727,43,362.67184111213317
201618,80,201801,19,544.0358913242316
201618,80,201802,29,513.8302617714218
201618,80,201803,42,272.2238533333851
201618,80,201804,108,565.5654062330213
201618,80,201805,37,379.14143294267666
201618,80,201806,22,469.55773535654464
201618,80,201807,46,310.64019993584833
201618,80,201808,71,203.42766266185123
201618,80,201809,51,470.98619332809994
201618,80,201810,112,442.22303545486295
201618,80,201811,18,433.4165157488534
201618,80,201812,104,462.01995926284695
201618,80,201813,43,275.4829381301122
201618,80,201814,83,446.18485208237655
201618,80,201815,21,385.2910263359697
201618,80,201817,8,590.0740939184556
201618,80,201818,94,463.65232714775675
201618,80,201819,78,252.4542613938297
201618,80,201820,36,179.10938146694195
201618,80,201821,48,142.7752720945694
201618,80,201822,105,280.048788652931
201618,80,201823,63,480.9362148531162
201618,80,201824,69,190.32311712214286
201618,80,201825,54,148.874641028144
201618,80,201826,86,375.56189179073345
201618,80,201827,9,564.0015588999363
201618,80,201828,37,311.0577159157165
201618,80,201829,27,511.72345564273786
201618,80,201901,30,525.4997696879209
201618,80,201902,52,266.85744556550463
201618,80,201903,6,532.0870690037477
201618,80,201904,47,519.7053606978302
201618,80,201905,94,448.4149464344539
201618,80,201906,9,498.98292374770523
201618,80,201907,77,481.4454387980641
201618,80,201908,29,257.18481335758963
201618,80,201909,158,479.4284497311235
201618,80,201910,62,363.4055922458053
201618,80,201911,61,404.7404247028104
201618,80,201912,52,457.39467510148035
201618,80,201913,127,171.9981891559533
201618,80,201914,26,533.2006562825479
201618,80,201915,31,205.90544006837277
201618,80,201916,6,510.5972916161956
201618,80,201917,65,335.4828535186188
201618,80,201918,85,339.39612191718913
201618,80,201919,44,138.75427165351672
201618,80,201920,27,302.7823670364768
201618,80,201921,36,175.8051741012171
201618,80,201922,33,496.52620568009587
201618,80,201923,33,252.05174402953784
201618,80,201924,135,481.4079438782362
201618,80,201925,33,240.49275370666493
201618,80,201926,58,348.3855786174442
201618,80,201927,25,413.3507319122921
201618,80,201928,88,357.30786491088156
201618,80,201929,82,380.49022338282236
201618,80,202001,32,290.5925735565068
201618,80,202002,54,472.4612832136239
201618,80,202003,33,510.385382051434
201618,80,202004,98,376.21269762747755
201618,80,202005,36,470.35304539535747
201618,80,202006,33,389.74197361075437
201618,80,202007,50,366.4715578967251
201618,80,202008,133,270.08585150432657
201618,80,202009,103,276.45700883639256
201618,80,202010,47,142.96842825785515
201618,80,202011,62,440.7710204941933
201618,80,202012,18,411.7538786622496
201618,80,202013,20,429.55936347988825
201618,80,202014,32,309.12052754459796
201618,80,202015,17,524.6892802975308
201618,80,202016,66,477.7481720363939
201618,80,202017,127,473.34256634586023
201618,80,202018,66,274.83626866813734
201618,80,202019,124,610.4585461875249
201618,80,202020,99,428.3651658744736
201618,80,202021,45,466.43485646408897
201618,80,202022,97,299.9966777205318
201618,80,202023,36,556.7621256743446
201620,28,201001,8,312.50595590727943
201620,28,201002,75,382.12316514006756
201620,28,201003,85,415.70820155628246
201620,28,201004,65,275.17291466827356
201620,28,201005,42,347.85989326833203
201620,28,201006,124,435.3219754706536
201620,28,201007,49,227.33649183419828
201620,28,201008,36,342.5164240576658
201620,28,201009,67,301.29427369374173
201620,28,201010,66,334.88526111474073
201620,28,201011,97,355.4892337394978
201620,28,201012,19,114.78357452623167
201620,28,201013,141,431.571319767607
201620,28,201014,45,191.7759214446747
201620,28,201101,57,296.59169866044084
201620,28,201102,63,212.92066630522308
201620,28,201103,34,330.449178831193
201620,28,201104,100,427.1280583990336
201620,28,201105,80,330.0170769504528
201620,28,201106,40,238.37518562316657
201620,28,201107,2,315.2411425750579
201620,28,201108,82,384.5683439764786
201620,28,201109,125,344.29323427687507
201620,28,201110,24,195.6160905833283
201620,28,201111,107,440.1215004006111
201620,28,201112,40,246.05610933496234
201620,28,201113,5,258.42584107373114
201620,28,201114,11,295.799564431191
201620,28,201115,55,151.9920365375409
201620,28,201116,21,134.33457009748727
201620,28,201117,80,373.05446072836423
201620,28,201118,47,369.0675995085358
201620,28,201119,82,403.9510143915621
201620,28,201120,19,334.6456885470614
201620,28,201121,18,304.3291953475038
201620,28,201201,10,357.03524074923354
201620,28,201202,14,222.21113678366643
201620,28,201203,27,204.56866954507123
201620,28,201204,34,180.73318501546464
201620,28,201205,81,340.58482053670565
201620,28,201206,42,288.31541204586483
201620,28,201207,30,258.8462506364183
201620,28,201208,82,362.4405247981854
201620,28,201209,116,336.74967410079705
201620,28,201210,75,377.7262564016761
201620,28,201211,101,370.93109962543
201620,28,201212,4,268.97970920876907
201620,28,201213,77,334.94824625951946
201620,28,201214,228,431.50371943948505
201620,28,201215,82,234.48104047376268
201620,28,201216,48,222.73038314613385
201620,28,201217,86,279.47714124329104
201620,28,201218,16,240.39131123541574
201620,28,201219,6,268.69206654342554
201620,28,201220,45,355.2998476895702
201620,28,201221,76,276.2195255113698
201620,28,201222,13,212.72060653250415
201620,28,201223,78,392.1924398686312
201620,28,201224,66,355.4851112011786
201620,28,201225,12,308.663096098492
201620,28,201301,37,393.73560224537033
201620,28,201302,11,411.7371107292228
201620,28,201303,20,270.1830237703071
201620,28,201304,52,278.34543326553836
201620,28,201305,68,406.1330499918768
201620,28,201306,59,346.2450012622578
201620,28,201307,71,284.53623623410385
201620,28,201308,47,339.3389646313593
201620,28,201309,58,346.89399844022404
201620,28,201310,35,351.1656711175347
201620,28,201311,99,423.3903014980355
201620,28,201312,88,361.0806378400496
201620,28,201313,28,305.1164014463471
201620,28,201314,2,284.76928592071897
201620,28,201315,84,314.1647334922075
201620,28,201316,5,334.3839268557335
201620,28,201317,37,271.72401616169475
201620,28,201318,15,140.69181164565288
201620,28,201319,91,339.64350610421104
201620,28,201320,24,100.88394609362076
201620,28,201321,71,351.0139641054227
201620,28,201322,12,193.67680899802212
201620,28,201323,83,288.8770393370575
201620,28,201324,27,166.56859683790174
201620,28,201325,98,380.3316526191529
201620,28,201326,22,86.50243914492803
201620,28,201327,45,252.50937629103026
201620,28,201328,24,131.01085053171343
201620,28,201329,108,408.1704180361926
201620,28,201330,85,407.59608453942263
201620,28,201331,15,323.53981816163514
201620,28,201401,8,370.82783036097726
201620,28,201402,8,273.2869306306952
201620,28,201403,20,214.72383443606134
201620,28,201404,19,342.5840836140149
201620,28,201405,13,249.29774865112097
201620,28,201406,6,217.20773041456917
201620,28,201407,40,259.2983702324309
201620,28,201408,76,236.53714397430372
201620,28,201409,107,408.6760589743681
201620,28,201410,112,385.5696070466679
201620,28,201411,75,226.60793850218002
201620,28,201412,92,328.25887856787875
201620,28,201413,19,305.84517778971565
201620,28,201414,20,170.36617817317693
201620,28,201415,69,324.7093041749531
201620,28,201416,125,353.45375523950383
201620,28,201417,21,180.2456036145615
201620,28,201418,34,90.3958800768328
201620,28,201419,65,231.45640805812405
201620,28,201420,25,130.15596403939765
201620,28,201421,58,368.61895172173604
201620,28,201422,102,462.2593145368991
201620,28,201423,24,323.020770202193
201620,28,201501,27,296.1956514469177
201620,28,201502,16,245.06113663596415
201620,28,201503,24,273.77725848349286
201620,28,201504,50,317.28367428852994
201620,28,201505,10,325.22091792279514
201620,28,201506,69,219.6539723802362
201620,28,201507,44,156.65563590799488
201620,28,201508,79,423.3124902310518
201620,28,201509,113,297.04640072859695
201620,28,201510,119,367.2761152587185
201620,28,201511,58,249.47300148819406
201620,28,201512,58,254.7897139832147
201620,28,201513,107,377.6110553742556
201620,28,201514,25,225.63452907144045
201620,28,201515,124,323.06507310221804
201620,28,201516,46,217.97149407152355
201620,28,201517,40,247.60696111540804
201620,28,201518,11,238.97981702866238
201620,28,201519,23,342.127419142446
201620,28,201520,20,185.06742837936946
201620,28,201521,80,301.6604645361004
201620,28,201522,75,378.4955553432371
201620,28,201523,23,175.9301544101216
201620,28,201524,53,348.9012582550943
201620,28,201525,46,115.05375953187095
201620,28,201526,38,226.36333744548946
201620,28,201527,40,287.65501367629054
201620,28,201601,94,426.1764829918993
201620,28,201602,5,249.73108924014034
201620,28,201603,43,360.50090644331743
201620,28,201604,61,353.86390510571056
201620,28,201605,22,190.25833481357387
201620,28,201606,19,227.727039337788
201620,28,201607,16,167.5222789245178
201620,28,201608,37,319.9288497168064
201620,28,201609,15,162.14811558760525
201620,28,201610,56,164.99762198207665
201620,28,201611,6,229.28128781271909
201620,28,201612,32,268.49440283857757
201620,28,201613,15,265.8136058912769
201620,28,201614,85,407.76664167871076
201620,28,201615,4,327.47276571909345
201620,28,201616,99,231.82278672631492
201620,28,201617,80,356.9017533418147
201620,28,201618,80,212.52822002194043
201620,28,201620,28,0.0
201620,28,201621,101,423.3600576478471
201620,28,201622,76,324.56901424041547
201620,28,201623,26,187.45294527775948
201620,28,201624,11,266.2251774436353
201620,28,201625,56,339.6914485526243
201620,28,201626,66,366.4919573404099
201620,28,201701,9,287.2153926380544
201620,28,201702,46,333.60525750078915
201620,28,201703,19,209.55602740407787
201620,28,201704,44,336.32187387553734
201620,28,201705,115,284.1395291542027
201620,28,201706,24,240.37529545968874
201620,28,201707,25,319.7073350267868
201620,28,201709,68,330.73016007530794
201620,28,201710,80,386.05251140025183
201620,28,201711,26,229.41682278697942
201620,28,201712,33,129.4215701001684
201620,28,201713,84,374.3748081175428
201620,28,201714,51,333.5199455743301
201620,28,201715,37,126.03893064431338
201620,28,201716,81,399.8884254978542
201620,28,201717,38,333.85201644009715
201620,28,201718,120,252.14148225337127
201620,28,201719,80,360.9308417515363
201620,28,201720,85,382.50613832217886
201620,28,201721,51,147.40304234684876
201620,28,201722,37,161.28704439387158
201620,28,201723,66,331.9766196195539
201620,28,201724,62,390.48257977135825
201620,28,201725,23,335.69841067105597
201620,28,201726,64,381.67722710990466
201620,28,201727,43,324.60821209365815
201620,28,201801,19,340.6639334218777
201620,28,201802,29,335.74311595338764
201620,28,201803,42,262.0750867574045
201620,28,201804,108,475.55191502334185
201620,28,201805,37,203.33054600590867
201620,28,201806,22,298.51971422373396
201620,28,201807,46,208.50408041199472
201620,28,201808,71,286.16472424217386
201620,28,201809,51,379.8973965008603
201620,28,201810,112,346.0876711526663
201620,28,201811,18,206.93422681077732
201620,28,201812,104,341.80755301295386
201620,28,201813,43,169.89690253947393
201620,28,201814,83,359.14380890463013
201620,28,201815,21,211.95237163607734
201620,28,201817,8,271.94565506859874
201620,28,201818,94,353.1955434431357
201620,28,201819,78,238.93525429340843
201620,28,201820,36,152.9675577574334
201620,28,201821,48,155.48728759418438
201620,28,201822,105,398.8770879214941
201620,28,201823,63,360.3045955832393
201620,28,201824,69,178.2400000067258
201620,28,201825,54,190.37739767749102
201620,28,201826,86,411.6855429981557
201620,28,201827,9,346.4882413569058
201620,28,201828,37,252.54986570048825
201620,28,201829,27,360.8511713049686
201620,28,201901,30,370.02095257519585
201620,28,201902,52,250.25976753915367
201620,28,201903,6,235.63334012618202
201620,28,201904,47,377.8574009921144
201620,28,201905,94,333.8418562957393
201620,28,201906,9,264.1947124828506
201620,28,201907,77,403.55652618954116
201620,28,201908,29,223.44995763354615
201620,28,201909,158,492.5799496966526
201620,28,201910,62,234.38834165822902
201620,28,201911,61,330.51051307144417
201620,28,201912,52,353.4852228131365
201620,28,201913,127,286.66483037691415
201620,28,201914,26,367.11584745764577
201620,28,201915,31,180.4867538953159
201620,28,201916,6,265.05178541381105
201620,28,201917,65,229.569969789106
201620,28,201918,85,327.81332702107665
201620,28,201919,44,148.61119393584377
201620,28,201920,27,192.76922297574717
201620,28,201921,36,161.13417461163297
201620,28,201922,33,338.7868900107512
201620,28,201923,33,194.0847097929782
201620,28,201924,135,461.84447925084646
201620,28,201925,33,167.6318153706972
201620,28,201926,58,302.16589470368416
201620,28,201927,25,279.41347463962757
201620,28,201928,88,373.0357323098152
201620,28,201929,82,359.8306124835958
201620,28,202001,32,275.81677316226137
201620,28,202002,54,342.5019306915985
201620,28,202003,33,352.66407500651354
201620,28,202004,98,338.9472981586827
201620,28,202005,36,270.2084613542155
201620,28,202006,33,274.62412355938295
201620,28,202007,50,321.22247286409936
201620,28,202008,133,290.2065378577551
201620,28,202009,103,343.8202630579105
201620,28,202010,47,226.30828014533108
201620,28,202011,62,344.7894535549446
201620,28,202012,18,259.15668564072917
201620,28,202013,20,189.21645972633732
201620,28,202014,32,238.20400647616887
201620,28,202015,17,340.5822495833697
201620,28,202016,66,382.29387523599837
201620,28,202017,127,441.6943723112946
201620,28,202018,66,329.9849649195052
201620,28,202019,124,531.7420796408154
201620,28,202020,99,339.5161180105363
201620,28,202021,45,345.55797059098643
201620,28,202022,97,384.96654596015424
201620,28,202023,36,365.7039169125138
201621,101,201001,8,352.9576183759608
201621,101,201002,75,138.600034201004
201621,101,201003,85,150.61558118834617
201621,101,201004,65,246.37350962259774
201621,101,201005,42,192.1693297555603
201621,101,201006,124,239.5933464817454
201621,101,201007,49,238.8321881278026
201621,101,201008,36,314.5893951843221
201621,101,201009,67,286.07659163887604
201621,101,201010,66,184.93654229309223
201621,101,201011,97,134.65472125419126
201621,101,201012,19,323.06307897530326
201621,101,201013,141,209.18251295525096
201621,101,201014,45,226.5143316824401
201621,101,201101,57,295.69546495001913
201621,101,201102,63,293.5766025731982
201621,101,201103,34,314.0218467396341
201621,101,201104,100,260.58474646438935
201621,101,201105,80,229.8690471141751
201621,101,201106,40,247.41515594362727
201621,101,201107,2,373.6004711425857
201621,101,201108,82,187.4286726801888
201621,101,201109,125,239.89857403531147
201621,101,201110,24,415.15415495647204
201621,101,201111,107,178.56413077994915
201621,101,201112,40,265.487229506372
201621,101,201113,5,460.63994376541837
201621,101,201114,11,360.8747413176473
201621,101,201115,55,283.41784114152495
201621,101,201116,21,353.3100809299294
201621,101,201117,80,72.51047738547399
201621,101,201118,47,300.2130402405424
201621,101,201119,82,91.9682776065426
201621,101,201120,19,325.8351318793496
201621,101,201121,18,283.3442659151107
201621,101,201201,10,272.88950056841605
201621,101,201202,14,261.67843328702577
201621,101,201203,27,185.31654049172235
201621,101,201204,34,301.5702288805262
201621,101,201205,81,258.8785406347904
201621,101,201206,42,236.16918377856442
201621,101,201207,30,318.26715502550996
201621,101,201208,82,131.38110501607434
201621,101,201209,116,175.84130298699404
201621,101,201210,75,226.91585091527512
201621,101,201211,101,182.29047022394104
201621,101,201212,4,509.40871626797883
201621,101,201213,77,150.88720903426457
201621,101,201214,228,246.83800972895773
201621,101,201215,82,272.41360956333415
201621,101,201216,48,298.8912260923112
201621,101,201217,86,324.7030655371624
201621,101,201218,16,348.4915555443406
201621,101,201219,6,385.51976882884
201621,101,201220,45,266.25733892133485
201621,101,201221,76,222.15791143325868
201621,101,201222,13,304.8893100923536
201621,101,201223,78,119.70634002490362
201621,101,201224,66,156.5152112053692
201621,101,201225,12,340.3739769075247
201621,101,201301,37,294.48322656693153
201621,101,201302,11,396.857839729852
201621,101,201303,20,297.71910508811067
201621,101,201304,52,310.568820726731
201621,101,201305,68,218.27298425216443
